,SAMPLE_NUM,Bateria,Temperatura,Ph,Oxigeno Disuelto,Conductividad,OxRed,Fecha,Nitrato Disuelto,Amonio disuelto
0,-1,89.0,27.15,-1,-1,-1,-1,2021-10-01 13:20:15.859356,3.188,0.017
1,-1,89.0,27.2,-1,-1,-1,-1,2021-10-01 13:20:28.995211,3.306,0.017
2,-1,89.0,27.22,-1,-1,-1,-1,2021-10-01 13:20:41.564985,2.552,0.016
3,-1,89.0,27.22,-1,-1,-1,-1,2021-10-01 13:20:54.635352,2.486,0.016
4,-1,89.0,27.17,-1,-1,-1,-1,2021-10-01 13:21:07.246645,1.999,0.016
5,-1,89.0,27.26,-1,-1,-1,-1,2021-10-01 13:21:20.353779,2.175,0.016
6,-1,89.0,27.26,-1,-1,-1,-1,2021-10-01 13:21:32.944677,2.176,0.016
7,-1,89.0,27.29,-1,-1,-1,-1,2021-10-01 13:21:46.080961,1.978,0.016
8,-1,89.0,27.24,-1,-1,-1,-1,2021-10-01 13:21:58.700649,2.175,0.016
9,-1,89.0,27.27,-1,-1,-1,-1,2021-10-01 13:22:11.813220,2.437,0.016
10,-1,89.0,27.31,-1,-1,-1,-1,2021-10-01 13:22:24.400250,2.126,0.016
11,-1,89.0,27.34,-1,-1,-1,-1,2021-10-01 13:22:37.498386,2.043,0.015
12,-1,89.0,27.33,-1,-1,-1,-1,2021-10-01 13:22:50.093131,1.839,0.016
13,-1,89.0,27.31,-1,-1,-1,-1,2021-10-01 13:23:03.183387,2.049,0.016
14,-1,89.0,27.36,-1,-1,-1,-1,2021-10-01 13:23:15.785931,2.465,0.016
15,-1,89.0,27.36,-1,-1,-1,-1,2021-10-01 13:23:28.878985,2.68,0.016
16,-1,89.0,27.35,-1,-1,-1,-1,2021-10-01 13:23:41.475870,2.649,0.016
17,-1,89.0,27.38,-1,-1,-1,-1,2021-10-01 13:23:54.564652,3.175,0.016
18,-1,89.0,27.38,-1,-1,-1,-1,2021-10-01 13:24:07.142558,2.979,0.017
19,-1,89.0,27.34,-1,-1,-1,-1,2021-10-01 13:24:20.228005,3.855,0.018
20,-1,89.0,27.34,-1,-1,-1,-1,2021-10-01 13:24:32.830191,4.653,0.018
21,-1,89.0,27.33,-1,-1,-1,-1,2021-10-01 13:24:45.907500,5.171,0.018
22,-1,89.0,27.27,-1,-1,-1,-1,2021-10-01 13:24:58.486023,4.918,0.018
23,-1,89.0,27.29,-1,-1,-1,-1,2021-10-01 13:25:11.573239,4.048,0.017
24,-1,89.0,27.27,-1,-1,-1,-1,2021-10-01 13:25:24.169811,3.352,0.017
25,-1,89.0,27.33,-1,-1,-1,-1,2021-10-01 13:25:37.264049,3.053,0.016
26,-1,89.0,27.27,-1,-1,-1,-1,2021-10-01 13:25:49.875981,2.702,0.016
27,-1,89.0,27.31,-1,-1,-1,-1,2021-10-01 13:26:02.978936,2.099,0.016
28,-1,89.0,27.27,-1,-1,-1,-1,2021-10-01 13:26:15.594779,2.086,0.015
29,-1,89.0,27.27,-1,-1,-1,-1,2021-10-01 13:26:28.795924,2.109,0.015
30,-1,89.0,27.2,-1,-1,-1,-1,2021-10-01 13:26:41.575007,1.794,0.015
31,-1,89.0,27.27,-1,-1,-1,-1,2021-10-01 13:26:54.273404,1.807,0.015
32,-1,89.0,27.22,-1,-1,-1,-1,2021-10-01 13:27:06.966396,1.791,0.015
33,-1,89.0,27.27,-1,-1,-1,-1,2021-10-01 13:27:20.175249,1.735,0.015
34,-1,89.0,27.27,-1,-1,-1,-1,2021-10-01 13:27:32.800995,1.65,0.014
35,-1,89.0,27.26,-1,-1,-1,-1,2021-10-01 13:27:45.938100,1.79,0.014
36,-1,89.0,27.29,-1,-1,-1,-1,2021-10-01 13:27:58.569049,1.483,0.014
37,-1,89.0,27.33,-1,-1,-1,-1,2021-10-01 13:28:11.702555,1.267,0.013
38,-1,89.0,27.34,-1,-1,-1,-1,2021-10-01 13:28:24.320225,1.063,0.013
39,-1,89.0,27.36,-1,-1,-1,-1,2021-10-01 13:28:36.976106,1.023,0.013
40,-1,89.0,27.41,-1,-1,-1,-1,2021-10-01 13:28:50.117228,1.063,0.013
41,-1,89.0,27.43,-1,-1,-1,-1,2021-10-01 13:29:02.734796,1.056,0.014
42,-1,89.0,27.4,-1,-1,-1,-1,2021-10-01 13:29:15.882269,1.214,0.014
43,-1,89.0,27.4,-1,-1,-1,-1,2021-10-01 13:29:28.525608,1.381,0.014
44,-1,89.0,27.41,-1,-1,-1,-1,2021-10-01 13:29:41.156925,1.487,0.015
45,-1,86.0,27.47,-1,-1,-1,-1,2021-10-01 13:29:54.302552,1.775,0.015
46,-1,89.0,27.48,-1,-1,-1,-1,2021-10-01 13:30:06.936413,1.604,0.014
47,-1,89.0,27.47,-1,-1,-1,-1,2021-10-01 13:30:20.079992,1.507,0.015
48,-1,89.0,27.47,-1,-1,-1,-1,2021-10-01 13:30:32.717150,1.912,0.015
49,-1,89.0,27.45,-1,-1,-1,-1,2021-10-01 13:30:45.855885,2.055,0.015
50,-1,89.0,27.48,-1,-1,-1,-1,2021-10-01 13:30:58.491567,2.055,0.015
51,-1,89.0,27.55,-1,-1,-1,-1,2021-10-01 13:31:11.120610,1.884,0.015
52,-1,89.0,27.48,-1,-1,-1,-1,2021-10-01 13:31:24.243994,2.0,0.015
53,-1,89.0,27.45,-1,-1,-1,-1,2021-10-01 13:31:36.892574,2.07,0.015
54,-1,89.0,27.48,-1,-1,-1,-1,2021-10-01 13:31:50.028317,1.692,0.015
55,-1,89.0,27.54,-1,-1,-1,-1,2021-10-01 13:32:02.664387,1.885,0.015
56,-1,89.0,27.45,-1,-1,-1,-1,2021-10-01 13:32:15.813161,2.429,0.015
57,-1,89.0,27.45,-1,-1,-1,-1,2021-10-01 13:32:28.442552,2.605,0.015
58,-1,89.0,27.43,-1,-1,-1,-1,2021-10-01 13:32:41.068979,2.418,0.015
59,-1,89.0,27.5,-1,-1,-1,-1,2021-10-01 13:32:54.210629,2.447,0.015
60,-1,88.0,27.45,-1,-1,-1,-1,2021-10-01 13:33:06.832491,2.479,0.015
61,-1,89.0,27.47,-1,-1,-1,-1,2021-10-01 13:33:19.974388,2.788,0.016
62,-1,89.0,27.45,-1,-1,-1,-1,2021-10-01 13:33:32.612461,2.618,0.016
63,-1,89.0,27.43,-1,-1,-1,-1,2021-10-01 13:33:45.757670,2.817,0.015
64,-1,89.0,27.41,-1,-1,-1,-1,2021-10-01 13:33:58.411774,2.81,0.015
