,SAMPLE_NUM,Bateria,Temperatura,Ph,Oxigeno Disuelto,Conductividad,OxRed,Fecha,Nitrato Disuelto,Amonio disuelto
0,-1,89.0,26.85,-1,-1,-1,-1,2021-10-01 12:57:30.536836,1.041,0.015
1,-1,89.0,26.87,-1,-1,-1,-1,2021-10-01 12:57:54.755151,1.224,0.016
2,-1,89.0,26.9,-1,-1,-1,-1,2021-10-01 12:58:07.869318,1.33,0.017
3,-1,89.0,26.87,-1,-1,-1,-1,2021-10-01 12:58:20.986773,1.657,0.017
4,-1,90.0,26.89,-1,-1,-1,-1,2021-10-01 12:58:33.569491,1.939,0.017
5,-1,89.0,26.97,-1,-1,-1,-1,2021-10-01 12:58:48.176059,2.187,0.018
6,-1,89.0,26.99,-1,-1,-1,-1,2021-10-01 12:59:01.316256,2.301,0.017
7,-1,87.0,27.1,-1,-1,-1,-1,2021-10-01 12:59:15.433005,2.862,0.019
8,-1,89.0,27.08,-1,-1,-1,-1,2021-10-01 12:59:30.024639,3.72,0.019
9,-1,90.0,26.96,-1,-1,-1,-1,2021-10-01 12:59:48.181090,3.718,0.02
10,-1,89.0,26.97,-1,-1,-1,-1,2021-10-01 13:00:00.794680,3.832,0.021
11,-1,89.0,27.01,-1,-1,-1,-1,2021-10-01 13:00:13.883293,6.018,0.021
12,-1,89.0,27.03,-1,-1,-1,-1,2021-10-01 13:00:26.485989,5.625,0.021
13,-1,89.0,27.04,-1,-1,-1,-1,2021-10-01 13:00:39.602176,6.401,0.022
14,-1,89.0,27.08,-1,-1,-1,-1,2021-10-01 13:00:52.192627,5.871,0.021
15,-1,89.0,27.08,-1,-1,-1,-1,2021-10-01 13:01:05.278323,6.166,0.021
16,-1,89.0,27.08,-1,-1,-1,-1,2021-10-01 13:01:17.862368,4.967,0.021
17,-1,89.0,27.08,-1,-1,-1,-1,2021-10-01 13:01:30.957334,4.771,0.021
18,-1,89.0,27.08,-1,-1,-1,-1,2021-10-01 13:01:43.545329,4.476,0.02
19,-1,89.0,27.06,-1,-1,-1,-1,2021-10-01 13:01:56.672128,5.071,0.02
20,-1,89.0,27.06,-1,-1,-1,-1,2021-10-01 13:02:09.269668,3.997,0.019
21,-1,89.0,27.1,-1,-1,-1,-1,2021-10-01 13:02:22.362822,3.567,0.019
22,-1,89.0,27.1,-1,-1,-1,-1,2021-10-01 13:02:36.960678,4.157,0.019
23,-1,89.0,27.1,-1,-1,-1,-1,2021-10-01 13:02:51.074475,3.901,0.02
24,-1,89.0,27.11,-1,-1,-1,-1,2021-10-01 13:03:09.282787,3.914,0.02
25,-1,89.0,27.15,-1,-1,-1,-1,2021-10-01 13:03:21.926034,5.018,0.02
26,-1,90.0,27.18,-1,-1,-1,-1,2021-10-01 13:03:38.052469,5.511,0.021
27,-1,89.0,27.2,-1,-1,-1,-1,2021-10-01 13:03:51.163107,5.492,0.021
28,-1,89.0,27.19,-1,-1,-1,-1,2021-10-01 13:04:03.766420,6.208,0.021
29,-1,89.0,27.2,-1,-1,-1,-1,2021-10-01 13:04:16.868767,6.314,0.022
30,-1,89.0,27.22,-1,-1,-1,-1,2021-10-01 13:04:31.483639,6.457,0.021
31,-1,89.0,27.24,-1,-1,-1,-1,2021-10-01 13:04:49.089383,5.38,0.022
32,-1,89.0,27.22,-1,-1,-1,-1,2021-10-01 13:05:02.179452,6.749,0.021
33,-1,89.0,27.22,-1,-1,-1,-1,2021-10-01 13:05:14.767697,7.716,0.021
34,-1,89.0,27.24,-1,-1,-1,-1,2021-10-01 13:05:27.861740,5.656,0.021
35,-1,89.0,27.29,-1,-1,-1,-1,2021-10-01 13:05:40.478836,6.015,0.02
36,-1,89.0,27.33,-1,-1,-1,-1,2021-10-01 13:05:53.585243,5.599,0.022
37,-1,89.0,27.36,-1,-1,-1,-1,2021-10-01 13:06:06.227348,6.663,0.021
38,-1,89.0,27.34,-1,-1,-1,-1,2021-10-01 13:06:18.895424,6.065,0.022
39,-1,89.0,27.34,-1,-1,-1,-1,2021-10-01 13:06:31.985627,6.335,0.022
40,-1,89.0,27.34,-1,-1,-1,-1,2021-10-01 13:06:45.071895,7.632,0.023
41,-1,89.0,27.38,-1,-1,-1,-1,2021-10-01 13:06:57.655145,10.223,0.022
42,-1,89.0,27.38,-1,-1,-1,-1,2021-10-01 13:07:10.739395,7.909,0.023
43,-1,89.0,27.38,-1,-1,-1,-1,2021-10-01 13:07:23.359266,8.898,0.023
44,-1,89.0,27.4,-1,-1,-1,-1,2021-10-01 13:07:36.453272,8.129,0.024
45,-1,89.0,27.41,-1,-1,-1,-1,2021-10-01 13:07:49.038261,11.811,0.023
46,-1,89.0,27.4,-1,-1,-1,-1,2021-10-01 13:08:02.164356,9.997,0.023
47,-1,89.0,27.33,-1,-1,-1,-1,2021-10-01 13:08:14.771407,12.087,0.023
48,-1,89.0,27.36,-1,-1,-1,-1,2021-10-01 13:08:27.901260,9.633,0.023
49,-1,89.0,27.36,-1,-1,-1,-1,2021-10-01 13:08:40.530299,10.672,0.022
50,-1,89.0,27.41,-1,-1,-1,-1,2021-10-01 13:08:53.642223,10.111,0.022
51,-1,89.0,27.45,-1,-1,-1,-1,2021-10-01 13:09:06.246382,9.199,0.022
52,-1,89.0,27.41,-1,-1,-1,-1,2021-10-01 13:09:19.362248,8.869,0.022
53,-1,89.0,27.45,-1,-1,-1,-1,2021-10-01 13:09:32.453647,9.33,0.022
54,-1,89.0,27.48,-1,-1,-1,-1,2021-10-01 13:09:47.037861,8.72,0.021
55,-1,89.0,27.48,-1,-1,-1,-1,2021-10-01 13:10:04.675180,9.516,0.022
56,-1,89.0,27.54,-1,-1,-1,-1,2021-10-01 13:10:17.764062,8.551,0.023
57,-1,89.0,27.54,-1,-1,-1,-1,2021-10-01 13:10:30.364287,9.309,0.023
58,-1,89.0,27.54,-1,-1,-1,-1,2021-10-01 13:10:43.473601,8.308,0.024
59,-1,89.0,27.55,-1,-1,-1,-1,2021-10-01 13:10:56.565430,11.202,0.024
60,-1,89.0,27.56,-1,-1,-1,-1,2021-10-01 13:11:09.183014,13.809,0.024
61,-1,89.0,27.59,-1,-1,-1,-1,2021-10-01 13:11:22.275509,10.478,0.024
62,-1,89.0,27.56,-1,-1,-1,-1,2021-10-01 13:11:34.884448,9.988,0.023
63,-1,89.0,27.54,-1,-1,-1,-1,2021-10-01 13:11:47.988827,9.145,0.023
64,-1,89.0,27.56,-1,-1,-1,-1,2021-10-01 13:12:00.585760,8.673,0.023
65,-1,89.0,27.57,-1,-1,-1,-1,2021-10-01 13:12:13.672715,8.512,0.022
66,-1,89.0,27.57,-1,-1,-1,-1,2021-10-01 13:12:26.272693,7.159,0.022
67,-1,89.0,27.54,-1,-1,-1,-1,2021-10-01 13:12:39.393204,6.783,0.022
68,-1,89.0,27.59,-1,-1,-1,-1,2021-10-01 13:12:51.968348,6.474,0.022
69,-1,89.0,27.54,-1,-1,-1,-1,2021-10-01 13:13:05.072743,6.775,0.022
70,-1,89.0,27.54,-1,-1,-1,-1,2021-10-01 13:13:17.660717,5.842,0.021
71,-1,89.0,27.48,-1,-1,-1,-1,2021-10-01 13:13:30.785093,5.187,0.02
72,-1,89.0,27.52,-1,-1,-1,-1,2021-10-01 13:13:43.888169,5.086,0.02
73,-1,89.0,27.52,-1,-1,-1,-1,2021-10-01 13:13:56.482276,4.349,0.019
74,-1,89.0,27.5,-1,-1,-1,-1,2021-10-01 13:14:11.078868,3.948,0.019
75,-1,89.0,27.49,-1,-1,-1,-1,2021-10-01 13:14:28.731014,3.942,0.019
76,-1,89.0,27.56,-1,-1,-1,-1,2021-10-01 13:14:41.815387,4.8,0.02
77,-1,89.0,27.57,-1,-1,-1,-1,2021-10-01 13:14:54.431566,5.661,0.02
