,SAMPLE_NUM,Bateria,Temperatura,Ph,Oxigeno Disuelto,Conductividad,OxRed,Fecha,Nitrato Disuelto,Amonio disuelto
63,-1,90.0,26.55,-1,-1,-1,-1,2021-10-01 12:16:43.380512,0.358,0.023
64,-1,90.0,26.52,-1,-1,-1,-1,2021-10-01 12:16:56.455537,0.384,0.024
65,-1,90.0,26.5,-1,-1,-1,-1,2021-10-01 12:17:09.064273,0.404,0.024
66,-1,90.0,26.5,-1,-1,-1,-1,2021-10-01 12:17:22.180052,0.472,0.024
67,-1,90.0,26.46,-1,-1,-1,-1,2021-10-01 12:17:34.772602,0.415,0.023
68,-1,90.0,26.45,-1,-1,-1,-1,2021-10-01 12:17:47.856164,0.382,0.023
69,-1,90.0,26.5,-1,-1,-1,-1,2021-10-01 12:18:00.431108,0.401,0.022
70,-1,90.0,26.53,-1,-1,-1,-1,2021-10-01 12:18:13.531643,0.385,0.022
71,-1,90.0,26.52,-1,-1,-1,-1,2021-10-01 12:18:26.154869,0.353,0.022
72,-1,90.0,26.57,-1,-1,-1,-1,2021-10-01 12:18:39.264145,0.279,0.022
73,-1,90.0,26.53,-1,-1,-1,-1,2021-10-01 12:18:51.870723,0.295,0.022
74,-1,90.0,26.52,-1,-1,-1,-1,2021-10-01 12:19:04.968737,0.359,0.022
75,-1,90.0,26.57,-1,-1,-1,-1,2021-10-01 12:19:18.042138,0.36,0.022
76,-1,90.0,26.66,-1,-1,-1,-1,2021-10-01 12:19:30.621042,0.322,0.022
77,-1,90.0,26.62,-1,-1,-1,-1,2021-10-01 12:19:43.700854,0.348,0.022
78,-1,90.0,26.64,-1,-1,-1,-1,2021-10-01 12:19:56.283707,0.293,0.023
79,-1,90.0,26.59,-1,-1,-1,-1,2021-10-01 12:20:09.372641,0.457,0.023
