,SAMPLE_NUM,Bateria,Temperatura,Ph,Oxigeno Disuelto,Conductividad,OxRed,Fecha,Nitrato Disuelto,Amonio disuelto
0,-1,90.0,26.62,-1,-1,-1,-1,2021-10-01 12:34:35.597399,0.417,0.016
1,-1,90.0,26.64,-1,-1,-1,-1,2021-10-01 12:34:48.226990,0.466,0.017
2,-1,90.0,26.66,-1,-1,-1,-1,2021-10-01 12:35:00.854741,0.51,0.017
3,-1,90.0,26.69,-1,-1,-1,-1,2021-10-01 12:35:14.035421,0.531,0.017
4,-1,90.0,26.62,-1,-1,-1,-1,2021-10-01 12:35:26.633106,0.558,0.017
5,-1,90.0,26.64,-1,-1,-1,-1,2021-10-01 12:35:39.732727,0.575,0.017
6,-1,90.0,26.66,-1,-1,-1,-1,2021-10-01 12:35:52.333744,0.691,0.018
7,-1,90.0,26.66,-1,-1,-1,-1,2021-10-01 12:36:05.421356,0.789,0.018
8,-1,90.0,26.62,-1,-1,-1,-1,2021-10-01 12:36:18.003018,0.763,0.018
9,-1,90.0,26.68,-1,-1,-1,-1,2021-10-01 12:36:31.104291,0.695,0.018
10,-1,90.0,26.71,-1,-1,-1,-1,2021-10-01 12:36:43.709673,0.699,0.017
11,-1,90.0,26.68,-1,-1,-1,-1,2021-10-01 12:36:56.808408,0.72,0.017
12,-1,90.0,26.71,-1,-1,-1,-1,2021-10-01 12:37:09.407685,0.699,0.017
13,-1,90.0,26.73,-1,-1,-1,-1,2021-10-01 12:37:22.503238,0.599,0.017
14,-1,90.0,26.71,-1,-1,-1,-1,2021-10-01 12:37:35.108453,0.676,0.017
15,-1,90.0,26.73,-1,-1,-1,-1,2021-10-01 12:37:48.194315,0.636,0.017
16,-1,90.0,26.71,-1,-1,-1,-1,2021-10-01 12:38:00.844472,0.625,0.017
17,-1,90.0,26.69,-1,-1,-1,-1,2021-10-01 12:38:13.952586,0.569,0.017
18,-1,90.0,26.76,-1,-1,-1,-1,2021-10-01 12:38:26.551155,0.579,0.017
19,-1,90.0,26.81,-1,-1,-1,-1,2021-10-01 12:38:39.641118,0.577,0.017
20,-1,90.0,26.73,-1,-1,-1,-1,2021-10-01 12:38:52.261544,0.588,0.016
21,-1,90.0,26.76,-1,-1,-1,-1,2021-10-01 12:39:05.402053,0.53,0.016
22,-1,90.0,26.73,-1,-1,-1,-1,2021-10-01 12:39:18.021221,0.576,0.016
23,-1,90.0,26.76,-1,-1,-1,-1,2021-10-01 12:39:31.131797,0.521,0.016
24,-1,90.0,26.78,-1,-1,-1,-1,2021-10-01 12:39:43.713035,0.437,0.016
25,-1,90.0,26.71,-1,-1,-1,-1,2021-10-01 12:39:56.827981,0.522,0.016
26,-1,90.0,26.71,-1,-1,-1,-1,2021-10-01 12:40:09.435596,0.493,0.016
27,-1,90.0,26.76,-1,-1,-1,-1,2021-10-01 12:40:22.517823,0.488,0.016
28,-1,90.0,26.74,-1,-1,-1,-1,2021-10-01 12:40:35.104775,0.494,0.016
29,-1,90.0,26.74,-1,-1,-1,-1,2021-10-01 12:40:48.214039,0.494,0.016
30,-1,90.0,26.78,-1,-1,-1,-1,2021-10-01 12:41:00.830151,0.435,0.016
31,-1,90.0,26.76,-1,-1,-1,-1,2021-10-01 12:41:13.939074,0.486,0.016
32,-1,90.0,26.8,-1,-1,-1,-1,2021-10-01 12:41:26.539559,0.532,0.016
33,-1,90.0,26.81,-1,-1,-1,-1,2021-10-01 12:41:39.642811,0.539,0.016
34,-1,90.0,26.82,-1,-1,-1,-1,2021-10-01 12:41:52.253862,0.583,0.016
35,-1,90.0,26.83,-1,-1,-1,-1,2021-10-01 12:42:05.336044,0.549,0.016
36,-1,90.0,26.87,-1,-1,-1,-1,2021-10-01 12:42:17.928070,0.572,0.016
37,-1,90.0,26.83,-1,-1,-1,-1,2021-10-01 12:42:31.035029,0.591,0.016
38,-1,90.0,26.9,-1,-1,-1,-1,2021-10-01 12:42:43.595272,0.475,0.016
39,-1,90.0,26.92,-1,-1,-1,-1,2021-10-01 12:42:56.692389,0.592,0.016
40,-1,90.0,26.85,-1,-1,-1,-1,2021-10-01 12:43:09.295008,0.673,0.016
41,-1,90.0,26.8,-1,-1,-1,-1,2021-10-01 12:43:22.422351,0.619,0.016
42,-1,90.0,26.83,-1,-1,-1,-1,2021-10-01 12:43:35.021658,0.65,0.016
43,-1,90.0,26.88,-1,-1,-1,-1,2021-10-01 12:43:48.106839,0.541,0.015
44,-1,90.0,26.83,-1,-1,-1,-1,2021-10-01 12:44:00.703671,0.488,0.015
45,-1,90.0,26.87,-1,-1,-1,-1,2021-10-01 12:44:13.849857,0.47,0.015
46,-1,90.0,26.87,-1,-1,-1,-1,2021-10-01 12:44:26.431533,0.418,0.015
47,-1,90.0,26.82,-1,-1,-1,-1,2021-10-01 12:44:39.533940,0.42,0.014
48,-1,90.0,26.89,-1,-1,-1,-1,2021-10-01 12:44:52.146691,0.361,0.014
49,-1,90.0,26.82,-1,-1,-1,-1,2021-10-01 12:45:05.263668,0.366,0.014
50,-1,90.0,26.89,-1,-1,-1,-1,2021-10-01 12:45:17.877238,0.44,0.014
51,-1,90.0,26.89,-1,-1,-1,-1,2021-10-01 12:45:31.001398,0.386,0.014
52,-1,90.0,26.87,-1,-1,-1,-1,2021-10-01 12:45:43.597027,0.444,0.014
53,-1,90.0,26.89,-1,-1,-1,-1,2021-10-01 12:45:56.227582,0.438,0.014
54,-1,90.0,26.92,-1,-1,-1,-1,2021-10-01 12:46:09.308546,0.41,0.014
55,-1,90.0,26.89,-1,-1,-1,-1,2021-10-01 12:46:22.425490,0.405,0.014
56,-1,90.0,26.85,-1,-1,-1,-1,2021-10-01 12:46:35.026145,0.332,0.014
57,-1,90.0,26.89,-1,-1,-1,-1,2021-10-01 12:46:48.140035,0.343,0.014
58,-1,90.0,26.85,-1,-1,-1,-1,2021-10-01 12:47:00.727723,0.329,0.014
59,-1,90.0,26.9,-1,-1,-1,-1,2021-10-01 12:47:13.815759,0.35,0.014
60,-1,90.0,26.87,-1,-1,-1,-1,2021-10-01 12:47:26.429968,0.349,0.014
61,-1,90.0,26.87,-1,-1,-1,-1,2021-10-01 12:47:39.528904,0.337,0.014
62,-1,90.0,26.9,-1,-1,-1,-1,2021-10-01 12:47:52.120881,0.321,0.013
63,-1,90.0,26.85,-1,-1,-1,-1,2021-10-01 12:48:05.207926,0.304,0.013
64,-1,90.0,26.87,-1,-1,-1,-1,2021-10-01 12:48:17.824046,0.264,0.013
65,-1,90.0,26.85,-1,-1,-1,-1,2021-10-01 12:48:30.921882,0.299,0.014
66,-1,90.0,26.85,-1,-1,-1,-1,2021-10-01 12:48:43.505029,0.327,0.014
67,-1,90.0,26.85,-1,-1,-1,-1,2021-10-01 12:48:56.624724,0.332,0.013
68,-1,90.0,26.87,-1,-1,-1,-1,2021-10-01 12:49:09.201323,0.328,0.013
69,-1,90.0,26.85,-1,-1,-1,-1,2021-10-01 12:49:22.295219,0.361,0.013
70,-1,90.0,26.82,-1,-1,-1,-1,2021-10-01 12:49:34.892809,0.317,0.013
71,-1,90.0,26.83,-1,-1,-1,-1,2021-10-01 12:49:47.983450,0.301,0.013
72,-1,90.0,26.82,-1,-1,-1,-1,2021-10-01 12:50:00.590094,0.26,0.013
73,-1,90.0,26.87,-1,-1,-1,-1,2021-10-01 12:50:13.695279,0.358,0.013
74,-1,90.0,26.87,-1,-1,-1,-1,2021-10-01 12:50:26.278602,0.276,0.013
75,-1,90.0,26.83,-1,-1,-1,-1,2021-10-01 12:50:39.365982,0.283,0.013
76,-1,90.0,26.83,-1,-1,-1,-1,2021-10-01 12:50:56.972497,0.22,0.013
77,-1,90.0,26.83,-1,-1,-1,-1,2021-10-01 12:51:10.051020,0.197,0.012
78,-1,90.0,26.83,-1,-1,-1,-1,2021-10-01 12:51:22.639869,0.2,0.012
79,-1,90.0,26.78,-1,-1,-1,-1,2021-10-01 12:51:35.733853,0.172,0.012
